location,date,population,new_vaccinations,rolling_vaccinations
Cambodia,14/05/2020,16718971,NULL,1087681
Cambodia,14/06/2020,16718971,NULL,1087681
Cambodia,14/07/2020,16718971,NULL,1087681
Cambodia,14/08/2020,16718971,NULL,1087681
Cambodia,14/09/2020,16718971,NULL,1087681
Cambodia,14/10/2020,16718971,NULL,1087681
Cambodia,14/11/2020,16718971,NULL,1087681
Cambodia,14/12/2020,16718971,NULL,1087681
Cambodia,15/01/2021,16718971,NULL,1087681
Cambodia,15/02/2020,16718971,NULL,1087681
Cambodia,15/02/2021,16718971,NULL,1087681
Cambodia,15/03/2020,16718971,NULL,1087681
Cambodia,15/03/2021,16718971,9235,1096916
Cambodia,15/04/2020,16718971,NULL,1096916
Cambodia,15/04/2021,16718971,26690,1123606
Cambodia,15/05/2020,16718971,NULL,1123606
Cambodia,15/06/2020,16718971,NULL,1123606
Cambodia,15/07/2020,16718971,NULL,1123606
Cambodia,15/08/2020,16718971,NULL,1123606
Cambodia,15/09/2020,16718971,NULL,1123606
Cambodia,15/10/2020,16718971,NULL,1123606
Cambodia,15/11/2020,16718971,NULL,1123606
Cambodia,15/12/2020,16718971,NULL,1123606
Cambodia,16/01/2021,16718971,NULL,1123606
Cambodia,16/02/2020,16718971,NULL,1123606
Cambodia,16/02/2021,16718971,NULL,1123606
Cambodia,16/03/2020,16718971,NULL,1123606
Cambodia,16/03/2021,16718971,26550,1150156
Cambodia,16/04/2020,16718971,NULL,1150156
Cambodia,16/04/2021,16718971,33083,1183239
Cambodia,16/05/2020,16718971,NULL,1183239
Cambodia,16/06/2020,16718971,NULL,1183239
Cambodia,16/07/2020,16718971,NULL,1183239
Cambodia,16/08/2020,16718971,NULL,1183239
Cambodia,16/09/2020,16718971,NULL,1183239
Cambodia,16/10/2020,16718971,NULL,1183239
Cambodia,16/11/2020,16718971,NULL,1183239
Cambodia,16/12/2020,16718971,NULL,1183239
Cambodia,17/01/2021,16718971,NULL,1183239
Cambodia,17/02/2020,16718971,NULL,1183239
Cambodia,17/02/2021,16718971,NULL,1183239
Cambodia,17/03/2020,16718971,NULL,1183239
Cambodia,17/03/2021,16718971,NULL,1183239
Cambodia,17/04/2020,16718971,NULL,1183239
Cambodia,17/04/2021,16718971,13542,1196781
Cambodia,17/05/2020,16718971,NULL,1196781
Cambodia,17/06/2020,16718971,NULL,1196781
Cambodia,17/07/2020,16718971,NULL,1196781
Cambodia,17/08/2020,16718971,NULL,1196781
Cambodia,17/09/2020,16718971,NULL,1196781
Cambodia,17/10/2020,16718971,NULL,1196781
Cambodia,17/11/2020,16718971,NULL,1196781
Cambodia,17/12/2020,16718971,NULL,1196781
Cambodia,18/01/2021,16718971,NULL,1196781
Cambodia,18/02/2020,16718971,NULL,1196781
Cambodia,18/02/2021,16718971,NULL,1196781
Cambodia,18/03/2020,16718971,NULL,1196781
Cambodia,18/03/2021,16718971,NULL,1196781
Cambodia,18/04/2020,16718971,NULL,1196781
Cambodia,18/04/2021,16718971,3690,1200471
Cambodia,18/05/2020,16718971,NULL,1200471
Cambodia,18/06/2020,16718971,NULL,1200471
Cambodia,18/07/2020,16718971,NULL,1200471
Cambodia,18/08/2020,16718971,NULL,1200471
Cambodia,18/09/2020,16718971,NULL,1200471
Cambodia,18/10/2020,16718971,NULL,1200471
Cambodia,18/11/2020,16718971,NULL,1200471
Cambodia,18/12/2020,16718971,NULL,1200471
Cambodia,19/01/2021,16718971,NULL,1200471
Cambodia,19/02/2020,16718971,NULL,1200471
Cambodia,19/02/2021,16718971,NULL,1200471
Cambodia,19/03/2020,16718971,NULL,1200471
Cambodia,19/03/2021,16718971,21997,1222468
Cambodia,19/04/2020,16718971,NULL,1222468
Cambodia,19/04/2021,16718971,96898,1319366
Cambodia,19/05/2020,16718971,NULL,1319366
Cambodia,19/06/2020,16718971,NULL,1319366
Cambodia,19/07/2020,16718971,NULL,1319366
Cambodia,19/08/2020,16718971,NULL,1319366
Cambodia,19/09/2020,16718971,NULL,1319366
Cambodia,19/10/2020,16718971,NULL,1319366
Cambodia,19/11/2020,16718971,NULL,1319366
Cambodia,19/12/2020,16718971,NULL,1319366
Cambodia,20/01/2021,16718971,NULL,1319366
Cambodia,20/02/2020,16718971,NULL,1319366
Cambodia,20/02/2021,16718971,NULL,1319366
Cambodia,20/03/2020,16718971,NULL,1319366
Cambodia,20/03/2021,16718971,14863,1334229
Cambodia,20/04/2020,16718971,NULL,1334229
Cambodia,20/04/2021,16718971,54906,1389135
Cambodia,20/05/2020,16718971,NULL,1389135
Cambodia,20/06/2020,16718971,NULL,1389135
Cambodia,20/07/2020,16718971,NULL,1389135
Cambodia,20/08/2020,16718971,NULL,1389135
Cambodia,20/09/2020,16718971,NULL,1389135
Cambodia,20/10/2020,16718971,NULL,1389135
Cambodia,20/11/2020,16718971,NULL,1389135
Cambodia,20/12/2020,16718971,NULL,1389135
Cambodia,21/01/2021,16718971,NULL,1389135
Cambodia,21/02/2020,16718971,NULL,1389135
Cambodia,21/02/2021,16718971,NULL,1389135
Cambodia,21/03/2020,16718971,NULL,1389135
Cambodia,21/03/2021,16718971,7369,1396504
Cambodia,21/04/2020,16718971,NULL,1396504
Cambodia,21/04/2021,16718971,64432,1460936
Cambodia,21/05/2020,16718971,NULL,1460936
Cambodia,21/06/2020,16718971,NULL,1460936
Cambodia,21/07/2020,16718971,NULL,1460936
Cambodia,21/08/2020,16718971,NULL,1460936
Cambodia,21/09/2020,16718971,NULL,1460936
Cambodia,21/10/2020,16718971,NULL,1460936
Cambodia,21/11/2020,16718971,NULL,1460936
Cambodia,21/12/2020,16718971,NULL,1460936
Cambodia,22/01/2021,16718971,NULL,1460936
Cambodia,22/02/2020,16718971,NULL,1460936
Cambodia,22/02/2021,16718971,NULL,1460936
Cambodia,22/03/2020,16718971,NULL,1460936
Cambodia,22/03/2021,16718971,11831,1472767
Cambodia,22/04/2020,16718971,NULL,1472767
Cambodia,22/04/2021,16718971,70608,1543375
Cambodia,22/05/2020,16718971,NULL,1543375
Cambodia,22/06/2020,16718971,NULL,1543375
Cambodia,22/07/2020,16718971,NULL,1543375
Cambodia,22/08/2020,16718971,NULL,1543375
Cambodia,22/09/2020,16718971,NULL,1543375
Cambodia,22/10/2020,16718971,NULL,1543375
Cambodia,22/11/2020,16718971,NULL,1543375
Cambodia,22/12/2020,16718971,NULL,1543375
Cambodia,23/01/2021,16718971,NULL,1543375
Cambodia,23/02/2020,16718971,NULL,1543375
Cambodia,23/02/2021,16718971,NULL,1543375
Cambodia,23/03/2020,16718971,NULL,1543375
Cambodia,23/03/2021,16718971,13287,1556662
Cambodia,23/04/2020,16718971,NULL,1556662
Cambodia,23/04/2021,16718971,69994,1626656
Cambodia,23/05/2020,16718971,NULL,1626656
Cambodia,23/06/2020,16718971,NULL,1626656
Cambodia,23/07/2020,16718971,NULL,1626656
Cambodia,23/08/2020,16718971,NULL,1626656
Cambodia,23/09/2020,16718971,NULL,1626656
Cambodia,23/10/2020,16718971,NULL,1626656
Cambodia,23/11/2020,16718971,NULL,1626656
Cambodia,23/12/2020,16718971,NULL,1626656
Cambodia,24/01/2021,16718971,NULL,1626656
Cambodia,24/02/2020,16718971,NULL,1626656
Cambodia,24/02/2021,16718971,NULL,1626656
Cambodia,24/03/2020,16718971,NULL,1626656
Cambodia,24/03/2021,16718971,16840,1643496
Cambodia,24/04/2020,16718971,NULL,1643496
Cambodia,24/04/2021,16718971,62582,1706078
Cambodia,24/05/2020,16718971,NULL,1706078
Cambodia,24/06/2020,16718971,NULL,1706078
Cambodia,24/07/2020,16718971,NULL,1706078
Cambodia,24/08/2020,16718971,NULL,1706078
Cambodia,24/09/2020,16718971,NULL,1706078
Cambodia,24/10/2020,16718971,NULL,1706078
Cambodia,24/11/2020,16718971,NULL,1706078
Cambodia,24/12/2020,16718971,NULL,1706078
Cambodia,25/01/2021,16718971,NULL,1706078
Cambodia,25/02/2020,16718971,NULL,1706078
Cambodia,25/02/2021,16718971,NULL,1706078
Cambodia,25/03/2020,16718971,NULL,1706078
Cambodia,25/03/2021,16718971,25789,1731867
Cambodia,25/04/2020,16718971,NULL,1731867
Cambodia,25/04/2021,16718971,49420,1781287
Cambodia,25/05/2020,16718971,NULL,1781287
Cambodia,25/06/2020,16718971,NULL,1781287
Cambodia,25/07/2020,16718971,NULL,1781287
Cambodia,25/08/2020,16718971,NULL,1781287
Cambodia,25/09/2020,16718971,NULL,1781287
Cambodia,25/10/2020,16718971,NULL,1781287
Cambodia,25/11/2020,16718971,NULL,1781287
Cambodia,25/12/2020,16718971,NULL,1781287
Cambodia,26/01/2021,16718971,NULL,1781287
Cambodia,26/02/2020,16718971,NULL,1781287
Cambodia,26/02/2021,16718971,NULL,1781287
Cambodia,26/03/2020,16718971,NULL,1781287
Cambodia,26/03/2021,16718971,25494,1806781
Cambodia,26/04/2020,16718971,NULL,1806781
Cambodia,26/04/2021,16718971,45648,1852429
Cambodia,26/05/2020,16718971,NULL,1852429
Cambodia,26/06/2020,16718971,NULL,1852429
Cambodia,26/07/2020,16718971,NULL,1852429
Cambodia,26/08/2020,16718971,NULL,1852429
Cambodia,26/09/2020,16718971,NULL,1852429
Cambodia,26/10/2020,16718971,NULL,1852429
Cambodia,26/11/2020,16718971,NULL,1852429
Cambodia,26/12/2020,16718971,NULL,1852429
Cambodia,27/01/2020,16718971,NULL,1852429
Cambodia,27/01/2021,16718971,NULL,1852429
Cambodia,27/02/2020,16718971,NULL,1852429
Cambodia,27/02/2021,16718971,NULL,1852429
Cambodia,27/03/2020,16718971,NULL,1852429
Cambodia,27/03/2021,16718971,24073,1876502
Cambodia,27/04/2020,16718971,NULL,1876502
Cambodia,27/04/2021,16718971,43948,1920450
Cambodia,27/05/2020,16718971,NULL,1920450
Cambodia,27/06/2020,16718971,NULL,1920450
Cambodia,27/07/2020,16718971,NULL,1920450
Cambodia,27/08/2020,16718971,NULL,1920450
Cambodia,27/09/2020,16718971,NULL,1920450
Cambodia,27/10/2020,16718971,NULL,1920450
Cambodia,27/11/2020,16718971,NULL,1920450
Cambodia,27/12/2020,16718971,NULL,1920450
Cambodia,28/01/2020,16718971,NULL,1920450
Cambodia,28/01/2021,16718971,NULL,1920450
Cambodia,28/02/2020,16718971,NULL,1920450
Cambodia,28/02/2021,16718971,NULL,1920450
Cambodia,28/03/2020,16718971,NULL,1920450
Cambodia,28/03/2021,16718971,14280,1934730
Cambodia,28/04/2020,16718971,NULL,1934730
Cambodia,28/04/2021,16718971,NULL,1934730
Cambodia,28/05/2020,16718971,NULL,1934730
Cambodia,28/06/2020,16718971,NULL,1934730
Cambodia,28/07/2020,16718971,NULL,1934730
Cambodia,28/08/2020,16718971,NULL,1934730
Cambodia,28/09/2020,16718971,NULL,1934730
Cambodia,28/10/2020,16718971,NULL,1934730
Cambodia,28/11/2020,16718971,NULL,1934730
Cambodia,28/12/2020,16718971,NULL,1934730
Cambodia,29/01/2020,16718971,NULL,1934730
Cambodia,29/01/2021,16718971,NULL,1934730
Cambodia,29/02/2020,16718971,NULL,1934730
Cambodia,29/03/2020,16718971,NULL,1934730
Cambodia,29/03/2021,16718971,16185,1950915
Cambodia,29/04/2020,16718971,NULL,1950915
Cambodia,29/04/2021,16718971,NULL,1950915
Cambodia,29/05/2020,16718971,NULL,1950915
Cambodia,29/06/2020,16718971,NULL,1950915
Cambodia,29/07/2020,16718971,NULL,1950915
Cambodia,29/08/2020,16718971,NULL,1950915
Cambodia,29/09/2020,16718971,NULL,1950915
Cambodia,29/10/2020,16718971,NULL,1950915
Cambodia,29/11/2020,16718971,NULL,1950915
Cambodia,29/12/2020,16718971,NULL,1950915
Cambodia,30/01/2020,16718971,NULL,1950915
Cambodia,30/01/2021,16718971,NULL,1950915
Cambodia,30/03/2020,16718971,NULL,1950915
Cambodia,30/03/2021,16718971,16118,1967033
Cambodia,30/04/2020,16718971,NULL,1967033
Cambodia,30/04/2021,16718971,43686,2010719
Cambodia,30/05/2020,16718971,NULL,2010719
Cambodia,30/06/2020,16718971,NULL,2010719
Cambodia,30/07/2020,16718971,NULL,2010719
Cambodia,30/08/2020,16718971,NULL,2010719
Cambodia,30/09/2020,16718971,NULL,2010719
Cambodia,30/10/2020,16718971,NULL,2010719
Cambodia,30/11/2020,16718971,NULL,2010719
Cambodia,30/12/2020,16718971,NULL,2010719
Cambodia,31/01/2020,16718971,NULL,2010719
Cambodia,31/01/2021,16718971,NULL,2010719
Cambodia,31/03/2020,16718971,NULL,2010719
Cambodia,31/03/2021,16718971,17996,2028715
Cambodia,31/05/2020,16718971,NULL,2028715
Cambodia,31/07/2020,16718971,NULL,2028715
Cambodia,31/08/2020,16718971,NULL,2028715
Cambodia,31/10/2020,16718971,NULL,2028715
Cambodia,31/12/2020,16718971,NULL,2028715
Indonesia,01/01/2021,273523621,NULL,NULL
Indonesia,01/02/2021,273523621,59257,59257
Indonesia,01/03/2021,273523621,NULL,59257
Indonesia,01/04/2020,273523621,NULL,59257
Indonesia,01/04/2021,273523621,551157,610414
Indonesia,01/05/2020,273523621,NULL,610414
Indonesia,01/06/2020,273523621,NULL,610414
Indonesia,01/07/2020,273523621,NULL,610414
Indonesia,01/08/2020,273523621,NULL,610414
Indonesia,01/09/2020,273523621,NULL,610414
Indonesia,01/10/2020,273523621,NULL,610414
Indonesia,01/11/2020,273523621,NULL,610414
Indonesia,01/12/2020,273523621,NULL,610414
Indonesia,02/01/2021,273523621,NULL,610414
Indonesia,02/02/2021,273523621,73321,683735
Indonesia,02/03/2020,273523621,NULL,683735
Indonesia,02/03/2021,273523621,NULL,683735
Indonesia,02/04/2020,273523621,NULL,683735
Indonesia,02/04/2021,273523621,66463,750198
Indonesia,02/05/2020,273523621,NULL,750198
Indonesia,02/06/2020,273523621,NULL,750198
Indonesia,02/07/2020,273523621,NULL,750198
Indonesia,02/08/2020,273523621,NULL,750198
Indonesia,02/09/2020,273523621,NULL,750198
Indonesia,02/10/2020,273523621,NULL,750198
Indonesia,02/11/2020,273523621,NULL,750198
Indonesia,02/12/2020,273523621,NULL,750198
Indonesia,03/01/2021,273523621,NULL,750198
Indonesia,03/02/2021,273523621,69388,819586
Indonesia,03/03/2020,273523621,NULL,819586
Indonesia,03/03/2021,273523621,363003,1182589
Indonesia,03/04/2020,273523621,NULL,1182589
Indonesia,03/04/2021,273523621,NULL,1182589
Indonesia,03/05/2020,273523621,NULL,1182589
Indonesia,03/06/2020,273523621,NULL,1182589
Indonesia,03/07/2020,273523621,NULL,1182589
Indonesia,03/08/2020,273523621,NULL,1182589
Indonesia,03/09/2020,273523621,NULL,1182589
Indonesia,03/10/2020,273523621,NULL,1182589
Indonesia,03/11/2020,273523621,NULL,1182589
Indonesia,03/12/2020,273523621,NULL,1182589
Indonesia,04/01/2021,273523621,NULL,1182589
Indonesia,04/02/2021,273523621,79172,1261761
Indonesia,04/03/2020,273523621,NULL,1261761
Indonesia,04/03/2021,273523621,NULL,1261761
Indonesia,04/04/2020,273523621,NULL,1261761
Indonesia,04/04/2021,273523621,NULL,1261761
Indonesia,04/05/2020,273523621,NULL,1261761
Indonesia,04/06/2020,273523621,NULL,1261761
Indonesia,04/07/2020,273523621,NULL,1261761
Indonesia,04/08/2020,273523621,NULL,1261761
Indonesia,04/09/2020,273523621,NULL,1261761
Indonesia,04/10/2020,273523621,NULL,1261761
Indonesia,04/11/2020,273523621,NULL,1261761
Indonesia,04/12/2020,273523621,NULL,1261761
Indonesia,05/01/2021,273523621,NULL,1261761
Indonesia,05/02/2021,273523621,68790,1330551
Indonesia,05/03/2020,273523621,NULL,1330551
Indonesia,05/03/2021,273523621,NULL,1330551
Indonesia,05/04/2020,273523621,NULL,1330551
Indonesia,05/04/2021,273523621,NULL,1330551
Indonesia,05/05/2020,273523621,NULL,1330551
Indonesia,05/06/2020,273523621,NULL,1330551
Indonesia,05/07/2020,273523621,NULL,1330551
Indonesia,05/08/2020,273523621,NULL,1330551
Indonesia,05/09/2020,273523621,NULL,1330551
Indonesia,05/10/2020,273523621,NULL,1330551
Indonesia,05/11/2020,273523621,NULL,1330551
Indonesia,05/12/2020,273523621,NULL,1330551
Indonesia,06/01/2021,273523621,NULL,1330551
Indonesia,06/02/2021,273523621,48694,1379245
Indonesia,06/03/2020,273523621,NULL,1379245
Indonesia,06/03/2021,273523621,NULL,1379245
Indonesia,06/04/2020,273523621,NULL,1379245
Indonesia,06/04/2021,273523621,NULL,1379245
Indonesia,06/05/2020,273523621,NULL,1379245
Indonesia,06/06/2020,273523621,NULL,1379245
Indonesia,06/07/2020,273523621,NULL,1379245
Indonesia,06/08/2020,273523621,NULL,1379245
Indonesia,06/09/2020,273523621,NULL,1379245
Indonesia,06/10/2020,273523621,NULL,1379245
Indonesia,06/11/2020,273523621,NULL,1379245
Indonesia,06/12/2020,273523621,NULL,1379245
Indonesia,07/01/2021,273523621,NULL,1379245
Indonesia,07/02/2021,273523621,9146,1388391
Indonesia,07/03/2020,273523621,NULL,1388391
Indonesia,07/03/2021,273523621,NULL,1388391
Indonesia,07/04/2020,273523621,NULL,1388391
Indonesia,07/04/2021,273523621,NULL,1388391
Indonesia,07/05/2020,273523621,NULL,1388391
Indonesia,07/06/2020,273523621,NULL,1388391
Indonesia,07/07/2020,273523621,NULL,1388391
Indonesia,07/08/2020,273523621,NULL,1388391
Indonesia,07/09/2020,273523621,NULL,1388391
Indonesia,07/10/2020,273523621,NULL,1388391
Indonesia,07/11/2020,273523621,NULL,1388391
Indonesia,07/12/2020,273523621,NULL,1388391
Indonesia,08/01/2021,273523621,NULL,1388391
Indonesia,08/02/2021,273523621,62406,1450797
Indonesia,08/03/2020,273523621,NULL,1450797
Indonesia,08/03/2021,273523621,NULL,1450797
Indonesia,08/04/2020,273523621,NULL,1450797
Indonesia,08/04/2021,273523621,NULL,1450797
Indonesia,08/05/2020,273523621,NULL,1450797
Indonesia,08/06/2020,273523621,NULL,1450797
Indonesia,08/07/2020,273523621,NULL,1450797
Indonesia,08/08/2020,273523621,NULL,1450797
Indonesia,08/09/2020,273523621,NULL,1450797
Indonesia,08/10/2020,273523621,NULL,1450797
Indonesia,08/11/2020,273523621,NULL,1450797
Indonesia,08/12/2020,273523621,NULL,1450797
Indonesia,09/01/2021,273523621,NULL,1450797
Indonesia,09/02/2021,273523621,81005,1531802
Indonesia,09/03/2020,273523621,NULL,1531802
Indonesia,09/03/2021,273523621,NULL,1531802
Indonesia,09/04/2020,273523621,NULL,1531802
Indonesia,09/04/2021,273523621,NULL,1531802
Indonesia,09/05/2020,273523621,NULL,1531802
Indonesia,09/06/2020,273523621,NULL,1531802
Indonesia,09/07/2020,273523621,NULL,1531802
Indonesia,09/08/2020,273523621,NULL,1531802
Indonesia,09/09/2020,273523621,NULL,1531802
Indonesia,09/10/2020,273523621,NULL,1531802
Indonesia,09/11/2020,273523621,NULL,1531802
Indonesia,09/12/2020,273523621,NULL,1531802
Indonesia,10/01/2021,273523621,NULL,1531802
Indonesia,10/02/2021,273523621,181937,1713739
Indonesia,10/03/2020,273523621,NULL,1713739
Indonesia,10/03/2021,273523621,NULL,1713739
Indonesia,10/04/2020,273523621,NULL,1713739
Indonesia,10/04/2021,273523621,NULL,1713739
Indonesia,10/05/2020,273523621,NULL,1713739
Indonesia,10/06/2020,273523621,NULL,1713739
Indonesia,10/07/2020,273523621,NULL,1713739
Indonesia,10/08/2020,273523621,NULL,1713739
Indonesia,10/09/2020,273523621,NULL,1713739
Indonesia,10/10/2020,273523621,NULL,1713739
Indonesia,10/11/2020,273523621,NULL,1713739
Indonesia,10/12/2020,273523621,NULL,1713739
Indonesia,11/01/2021,273523621,NULL,1713739
Indonesia,11/02/2021,273523621,113994,1827733
Indonesia,11/03/2020,273523621,NULL,1827733
Indonesia,11/03/2021,273523621,154098,1981831
Indonesia,11/04/2020,273523621,NULL,1981831
Indonesia,11/04/2021,273523621,NULL,1981831
Indonesia,11/05/2020,273523621,NULL,1981831
Indonesia,11/06/2020,273523621,NULL,1981831
Indonesia,11/07/2020,273523621,NULL,1981831
Indonesia,11/08/2020,273523621,NULL,1981831
Indonesia,11/09/2020,273523621,NULL,1981831
Indonesia,11/10/2020,273523621,NULL,1981831
Indonesia,11/11/2020,273523621,NULL,1981831
Indonesia,11/12/2020,273523621,NULL,1981831
Indonesia,12/01/2021,273523621,NULL,1981831
Indonesia,12/02/2021,273523621,NULL,1981831
Indonesia,12/03/2020,273523621,NULL,1981831
Indonesia,12/03/2021,273523621,116862,2098693
Indonesia,12/04/2020,273523621,NULL,2098693
Indonesia,12/04/2021,273523621,NULL,2098693
Indonesia,12/05/2020,273523621,NULL,2098693
Indonesia,12/06/2020,273523621,NULL,2098693
Indonesia,12/07/2020,273523621,NULL,2098693
Indonesia,12/08/2020,273523621,NULL,2098693
Indonesia,12/09/2020,273523621,NULL,2098693
Indonesia,12/10/2020,273523621,NULL,2098693
Indonesia,12/11/2020,273523621,NULL,2098693
Indonesia,12/12/2020,273523621,NULL,2098693
Indonesia,13/01/2021,273523621,NULL,2098693
Indonesia,13/02/2021,273523621,NULL,2098693
Indonesia,13/03/2020,273523621,NULL,2098693
Indonesia,13/03/2021,273523621,331896,2430589
Indonesia,13/04/2020,273523621,NULL,2430589
Indonesia,13/04/2021,273523621,208875,2639464
Indonesia,13/05/2020,273523621,NULL,2639464
Indonesia,13/06/2020,273523621,NULL,2639464
Indonesia,13/07/2020,273523621,NULL,2639464
Indonesia,13/08/2020,273523621,NULL,2639464
Indonesia,13/09/2020,273523621,NULL,2639464
Indonesia,13/10/2020,273523621,NULL,2639464
Indonesia,13/11/2020,273523621,NULL,2639464
Indonesia,13/12/2020,273523621,NULL,2639464
Indonesia,14/01/2021,273523621,NULL,2639464
Indonesia,14/02/2021,273523621,18513,2657977
Indonesia,14/03/2020,273523621,NULL,2657977
Indonesia,14/03/2021,273523621,39914,2697891
Indonesia,14/04/2020,273523621,NULL,2697891
Indonesia,14/04/2021,273523621,196794,2894685
Indonesia,14/05/2020,273523621,NULL,2894685
Indonesia,14/06/2020,273523621,NULL,2894685
Indonesia,14/07/2020,273523621,NULL,2894685
Indonesia,14/08/2020,273523621,NULL,2894685
Indonesia,14/09/2020,273523621,NULL,2894685
Indonesia,14/10/2020,273523621,NULL,2894685
Indonesia,14/11/2020,273523621,NULL,2894685
Indonesia,14/12/2020,273523621,NULL,2894685
Indonesia,15/01/2021,273523621,NULL,2894685
Indonesia,15/02/2021,273523621,84395,2979080
Indonesia,15/03/2020,273523621,NULL,2979080
Indonesia,15/03/2021,273523621,259302,3238382
Indonesia,15/04/2020,273523621,NULL,3238382
Indonesia,15/04/2021,273523621,490483,3728865
Indonesia,15/05/2020,273523621,NULL,3728865
Indonesia,15/06/2020,273523621,NULL,3728865
Indonesia,15/07/2020,273523621,NULL,3728865
Indonesia,15/08/2020,273523621,NULL,3728865
Indonesia,15/09/2020,273523621,NULL,3728865
Indonesia,15/10/2020,273523621,NULL,3728865
Indonesia,15/11/2020,273523621,NULL,3728865
Indonesia,15/12/2020,273523621,NULL,3728865
Indonesia,16/01/2021,273523621,NULL,3728865
Indonesia,16/02/2021,273523621,79390,3808255
Indonesia,16/03/2020,273523621,NULL,3808255
Indonesia,16/03/2021,273523621,446052,4254307
Indonesia,16/04/2020,273523621,NULL,4254307
Indonesia,16/04/2021,273523621,NULL,4254307
Indonesia,16/05/2020,273523621,NULL,4254307
Indonesia,16/06/2020,273523621,NULL,4254307
Indonesia,16/07/2020,273523621,NULL,4254307
Indonesia,16/08/2020,273523621,NULL,4254307
Indonesia,16/09/2020,273523621,NULL,4254307
Indonesia,16/10/2020,273523621,NULL,4254307
Indonesia,16/11/2020,273523621,NULL,4254307
Indonesia,16/12/2020,273523621,NULL,4254307
Indonesia,17/01/2021,273523621,NULL,4254307
Indonesia,17/02/2021,273523621,89157,4343464
Indonesia,17/03/2020,273523621,NULL,4343464
Indonesia,17/03/2021,273523621,395688,4739152
Indonesia,17/04/2020,273523621,NULL,4739152
Indonesia,17/04/2021,273523621,NULL,4739152
Indonesia,17/05/2020,273523621,NULL,4739152
Indonesia,17/06/2020,273523621,NULL,4739152
Indonesia,17/07/2020,273523621,NULL,4739152
Indonesia,17/08/2020,273523621,NULL,4739152
Indonesia,17/09/2020,273523621,NULL,4739152
Indonesia,17/10/2020,273523621,NULL,4739152
Indonesia,17/11/2020,273523621,NULL,4739152
Indonesia,17/12/2020,273523621,NULL,4739152
Indonesia,18/01/2021,273523621,NULL,4739152
Indonesia,18/02/2021,273523621,40709,4779861
Indonesia,18/03/2020,273523621,NULL,4779861
Indonesia,18/03/2021,273523621,205895,4985756
Indonesia,18/04/2020,273523621,NULL,4985756
Indonesia,18/04/2021,273523621,NULL,4985756
Indonesia,18/05/2020,273523621,NULL,4985756
Indonesia,18/06/2020,273523621,NULL,4985756
Indonesia,18/07/2020,273523621,NULL,4985756
Indonesia,18/08/2020,273523621,NULL,4985756
Indonesia,18/09/2020,273523621,NULL,4985756
Indonesia,18/10/2020,273523621,NULL,4985756
Indonesia,18/11/2020,273523621,NULL,4985756
Indonesia,18/12/2020,273523621,NULL,4985756
Indonesia,19/01/2021,273523621,NULL,4985756
Indonesia,19/02/2021,273523621,NULL,4985756
Indonesia,19/03/2020,273523621,NULL,4985756
Indonesia,19/03/2021,273523621,558865,5544621
Indonesia,19/04/2020,273523621,NULL,5544621
Indonesia,19/04/2021,273523621,NULL,5544621
Indonesia,19/05/2020,273523621,NULL,5544621
Indonesia,19/06/2020,273523621,NULL,5544621
Indonesia,19/07/2020,273523621,NULL,5544621
Indonesia,19/08/2020,273523621,NULL,5544621
Indonesia,19/09/2020,273523621,NULL,5544621
Indonesia,19/10/2020,273523621,NULL,5544621
Indonesia,19/11/2020,273523621,NULL,5544621
Indonesia,19/12/2020,273523621,NULL,5544621
Indonesia,20/01/2021,273523621,NULL,5544621
Indonesia,20/02/2021,273523621,NULL,5544621
Indonesia,20/03/2020,273523621,NULL,5544621
Indonesia,20/03/2021,273523621,489209,6033830
Indonesia,20/04/2020,273523621,NULL,6033830
Indonesia,20/04/2021,273523621,250046,6283876
Indonesia,20/05/2020,273523621,NULL,6283876
Indonesia,20/06/2020,273523621,NULL,6283876
Indonesia,20/07/2020,273523621,NULL,6283876
Indonesia,20/08/2020,273523621,NULL,6283876
Indonesia,20/09/2020,273523621,NULL,6283876
Indonesia,20/10/2020,273523621,NULL,6283876
Indonesia,20/11/2020,273523621,NULL,6283876
Indonesia,20/12/2020,273523621,NULL,6283876
Indonesia,21/01/2021,273523621,NULL,6283876
Indonesia,21/02/2021,273523621,NULL,6283876
Indonesia,21/03/2020,273523621,NULL,6283876
Indonesia,21/03/2021,273523621,44524,6328400
Indonesia,21/04/2020,273523621,NULL,6328400
Indonesia,21/04/2021,273523621,369224,6697624
Indonesia,21/05/2020,273523621,NULL,6697624
Indonesia,21/06/2020,273523621,NULL,6697624
Indonesia,21/07/2020,273523621,NULL,6697624
Indonesia,21/08/2020,273523621,NULL,6697624
Indonesia,21/09/2020,273523621,NULL,6697624
Indonesia,21/10/2020,273523621,NULL,6697624
Indonesia,21/11/2020,273523621,NULL,6697624
Indonesia,21/12/2020,273523621,NULL,6697624
Indonesia,22/01/2021,273523621,NULL,6697624
Indonesia,22/02/2021,273523621,NULL,6697624
Indonesia,22/03/2020,273523621,NULL,6697624
Indonesia,22/03/2021,273523621,346751,7044375
Indonesia,22/04/2020,273523621,NULL,7044375
Indonesia,22/04/2021,273523621,276683,7321058
Indonesia,22/05/2020,273523621,NULL,7321058
Indonesia,22/06/2020,273523621,NULL,7321058
Indonesia,22/07/2020,273523621,NULL,7321058
Indonesia,22/08/2020,273523621,NULL,7321058
Indonesia,22/09/2020,273523621,NULL,7321058
