location,date,population,new_vaccinations,rolling_vaccinations
Indonesia,22/10/2020,273523621,NULL,7321058
Indonesia,22/11/2020,273523621,NULL,7321058
Indonesia,22/12/2020,273523621,NULL,7321058
Indonesia,23/01/2021,273523621,NULL,7321058
Indonesia,23/02/2021,273523621,NULL,7321058
Indonesia,23/03/2020,273523621,NULL,7321058
Indonesia,23/03/2021,273523621,1104221,8425279
Indonesia,23/04/2020,273523621,NULL,8425279
Indonesia,23/04/2021,273523621,401670,8826949
Indonesia,23/05/2020,273523621,NULL,8826949
Indonesia,23/06/2020,273523621,NULL,8826949
Indonesia,23/07/2020,273523621,NULL,8826949
Indonesia,23/08/2020,273523621,NULL,8826949
Indonesia,23/09/2020,273523621,NULL,8826949
Indonesia,23/10/2020,273523621,NULL,8826949
Indonesia,23/11/2020,273523621,NULL,8826949
Indonesia,23/12/2020,273523621,NULL,8826949
Indonesia,24/01/2021,273523621,NULL,8826949
Indonesia,24/02/2021,273523621,128917,8955866
Indonesia,24/03/2020,273523621,NULL,8955866
Indonesia,24/03/2021,273523621,NULL,8955866
Indonesia,24/04/2020,273523621,NULL,8955866
Indonesia,24/04/2021,273523621,NULL,8955866
Indonesia,24/05/2020,273523621,NULL,8955866
Indonesia,24/06/2020,273523621,NULL,8955866
Indonesia,24/07/2020,273523621,NULL,8955866
Indonesia,24/08/2020,273523621,NULL,8955866
Indonesia,24/09/2020,273523621,NULL,8955866
Indonesia,24/10/2020,273523621,NULL,8955866
Indonesia,24/11/2020,273523621,NULL,8955866
Indonesia,24/12/2020,273523621,NULL,8955866
Indonesia,25/01/2021,273523621,12717,8968583
Indonesia,25/02/2021,273523621,126877,9095460
Indonesia,25/03/2020,273523621,NULL,9095460
Indonesia,25/03/2021,273523621,NULL,9095460
Indonesia,25/04/2020,273523621,NULL,9095460
Indonesia,25/04/2021,273523621,NULL,9095460
Indonesia,25/05/2020,273523621,NULL,9095460
Indonesia,25/06/2020,273523621,NULL,9095460
Indonesia,25/07/2020,273523621,NULL,9095460
Indonesia,25/08/2020,273523621,NULL,9095460
Indonesia,25/09/2020,273523621,NULL,9095460
Indonesia,25/10/2020,273523621,NULL,9095460
Indonesia,25/11/2020,273523621,NULL,9095460
Indonesia,25/12/2020,273523621,NULL,9095460
Indonesia,26/01/2021,273523621,83726,9179186
Indonesia,26/02/2021,273523621,133786,9312972
Indonesia,26/03/2020,273523621,NULL,9312972
Indonesia,26/03/2021,273523621,667178,9980150
Indonesia,26/04/2020,273523621,NULL,9980150
Indonesia,26/04/2021,273523621,271909,10252059
Indonesia,26/05/2020,273523621,NULL,10252059
Indonesia,26/06/2020,273523621,NULL,10252059
Indonesia,26/07/2020,273523621,NULL,10252059
Indonesia,26/08/2020,273523621,NULL,10252059
Indonesia,26/09/2020,273523621,NULL,10252059
Indonesia,26/10/2020,273523621,NULL,10252059
Indonesia,26/11/2020,273523621,NULL,10252059
Indonesia,26/12/2020,273523621,NULL,10252059
Indonesia,27/01/2021,273523621,62318,10314377
Indonesia,27/02/2021,273523621,149084,10463461
Indonesia,27/03/2020,273523621,NULL,10463461
Indonesia,27/03/2021,273523621,12866,10476327
Indonesia,27/04/2020,273523621,NULL,10476327
Indonesia,27/04/2021,273523621,387563,10863890
Indonesia,27/05/2020,273523621,NULL,10863890
Indonesia,27/06/2020,273523621,NULL,10863890
Indonesia,27/07/2020,273523621,NULL,10863890
Indonesia,27/08/2020,273523621,NULL,10863890
Indonesia,27/09/2020,273523621,NULL,10863890
Indonesia,27/10/2020,273523621,NULL,10863890
Indonesia,27/11/2020,273523621,NULL,10863890
Indonesia,27/12/2020,273523621,NULL,10863890
Indonesia,28/01/2021,273523621,65783,10929673
Indonesia,28/02/2021,273523621,91628,11021301
Indonesia,28/03/2020,273523621,NULL,11021301
Indonesia,28/03/2021,273523621,340800,11362101
Indonesia,28/04/2020,273523621,NULL,11362101
Indonesia,28/04/2021,273523621,331026,11693127
Indonesia,28/05/2020,273523621,NULL,11693127
Indonesia,28/06/2020,273523621,NULL,11693127
Indonesia,28/07/2020,273523621,NULL,11693127
Indonesia,28/08/2020,273523621,NULL,11693127
Indonesia,28/09/2020,273523621,NULL,11693127
Indonesia,28/10/2020,273523621,NULL,11693127
Indonesia,28/11/2020,273523621,NULL,11693127
Indonesia,28/12/2020,273523621,NULL,11693127
Indonesia,29/01/2021,273523621,42513,11735640
Indonesia,29/03/2020,273523621,NULL,11735640
Indonesia,29/03/2021,273523621,NULL,11735640
Indonesia,29/04/2020,273523621,NULL,11735640
Indonesia,29/04/2021,273523621,328726,12064366
Indonesia,29/05/2020,273523621,NULL,12064366
Indonesia,29/06/2020,273523621,NULL,12064366
Indonesia,29/07/2020,273523621,NULL,12064366
Indonesia,29/08/2020,273523621,NULL,12064366
Indonesia,29/09/2020,273523621,NULL,12064366
Indonesia,29/10/2020,273523621,NULL,12064366
Indonesia,29/11/2020,273523621,NULL,12064366
Indonesia,29/12/2020,273523621,NULL,12064366
Indonesia,30/01/2021,273523621,86656,12151022
Indonesia,30/03/2020,273523621,NULL,12151022
Indonesia,30/03/2021,273523621,NULL,12151022
Indonesia,30/04/2020,273523621,NULL,12151022
Indonesia,30/04/2021,273523621,178339,12329361
Indonesia,30/05/2020,273523621,NULL,12329361
Indonesia,30/06/2020,273523621,NULL,12329361
Indonesia,30/07/2020,273523621,NULL,12329361
Indonesia,30/08/2020,273523621,NULL,12329361
Indonesia,30/09/2020,273523621,NULL,12329361
Indonesia,30/10/2020,273523621,NULL,12329361
Indonesia,30/11/2020,273523621,NULL,12329361
Indonesia,30/12/2020,273523621,NULL,12329361
Indonesia,31/01/2021,273523621,12726,12342087
Indonesia,31/03/2020,273523621,NULL,12342087
Indonesia,31/03/2021,273523621,NULL,12342087
Indonesia,31/05/2020,273523621,NULL,12342087
Indonesia,31/07/2020,273523621,NULL,12342087
Indonesia,31/08/2020,273523621,NULL,12342087
Indonesia,31/10/2020,273523621,NULL,12342087
Indonesia,31/12/2020,273523621,NULL,12342087
Laos,01/01/2021,7275556,NULL,NULL
Laos,01/02/2021,7275556,NULL,NULL
Laos,01/03/2021,7275556,NULL,NULL
Laos,01/04/2020,7275556,NULL,NULL
Laos,01/04/2021,7275556,NULL,NULL
Laos,01/05/2020,7275556,NULL,NULL
Laos,01/06/2020,7275556,NULL,NULL
Laos,01/07/2020,7275556,NULL,NULL
Laos,01/08/2020,7275556,NULL,NULL
Laos,01/09/2020,7275556,NULL,NULL
Laos,01/10/2020,7275556,NULL,NULL
Laos,01/11/2020,7275556,NULL,NULL
Laos,01/12/2020,7275556,NULL,NULL
Laos,02/01/2021,7275556,NULL,NULL
Laos,02/02/2021,7275556,NULL,NULL
Laos,02/03/2021,7275556,NULL,NULL
Laos,02/04/2020,7275556,NULL,NULL
Laos,02/04/2021,7275556,NULL,NULL
Laos,02/05/2020,7275556,NULL,NULL
Laos,02/06/2020,7275556,NULL,NULL
Laos,02/07/2020,7275556,NULL,NULL
Laos,02/08/2020,7275556,NULL,NULL
Laos,02/09/2020,7275556,NULL,NULL
Laos,02/10/2020,7275556,NULL,NULL
Laos,02/11/2020,7275556,NULL,NULL
Laos,02/12/2020,7275556,NULL,NULL
Laos,03/01/2021,7275556,NULL,NULL
Laos,03/02/2021,7275556,NULL,NULL
Laos,03/03/2021,7275556,NULL,NULL
Laos,03/04/2020,7275556,NULL,NULL
Laos,03/04/2021,7275556,NULL,NULL
Laos,03/05/2020,7275556,NULL,NULL
Laos,03/06/2020,7275556,NULL,NULL
Laos,03/07/2020,7275556,NULL,NULL
Laos,03/08/2020,7275556,NULL,NULL
Laos,03/09/2020,7275556,NULL,NULL
Laos,03/10/2020,7275556,NULL,NULL
Laos,03/11/2020,7275556,NULL,NULL
Laos,03/12/2020,7275556,NULL,NULL
Laos,04/01/2021,7275556,NULL,NULL
Laos,04/02/2021,7275556,NULL,NULL
Laos,04/03/2021,7275556,NULL,NULL
Laos,04/04/2020,7275556,NULL,NULL
Laos,04/04/2021,7275556,NULL,NULL
Laos,04/05/2020,7275556,NULL,NULL
Laos,04/06/2020,7275556,NULL,NULL
Laos,04/07/2020,7275556,NULL,NULL
Laos,04/08/2020,7275556,NULL,NULL
Laos,04/09/2020,7275556,NULL,NULL
Laos,04/10/2020,7275556,NULL,NULL
Laos,04/11/2020,7275556,NULL,NULL
Laos,04/12/2020,7275556,NULL,NULL
Laos,05/01/2021,7275556,NULL,NULL
Laos,05/02/2021,7275556,NULL,NULL
Laos,05/03/2021,7275556,NULL,NULL
Laos,05/04/2020,7275556,NULL,NULL
Laos,05/04/2021,7275556,NULL,NULL
Laos,05/05/2020,7275556,NULL,NULL
Laos,05/06/2020,7275556,NULL,NULL
Laos,05/07/2020,7275556,NULL,NULL
Laos,05/08/2020,7275556,NULL,NULL
Laos,05/09/2020,7275556,NULL,NULL
Laos,05/10/2020,7275556,NULL,NULL
Laos,05/11/2020,7275556,NULL,NULL
Laos,05/12/2020,7275556,NULL,NULL
Laos,06/01/2021,7275556,NULL,NULL
Laos,06/02/2021,7275556,NULL,NULL
Laos,06/03/2021,7275556,NULL,NULL
Laos,06/04/2020,7275556,NULL,NULL
Laos,06/04/2021,7275556,NULL,NULL
Laos,06/05/2020,7275556,NULL,NULL
Laos,06/06/2020,7275556,NULL,NULL
Laos,06/07/2020,7275556,NULL,NULL
Laos,06/08/2020,7275556,NULL,NULL
Laos,06/09/2020,7275556,NULL,NULL
Laos,06/10/2020,7275556,NULL,NULL
Laos,06/11/2020,7275556,NULL,NULL
Laos,06/12/2020,7275556,NULL,NULL
Laos,07/01/2021,7275556,NULL,NULL
Laos,07/02/2021,7275556,NULL,NULL
Laos,07/03/2021,7275556,NULL,NULL
Laos,07/04/2020,7275556,NULL,NULL
Laos,07/04/2021,7275556,NULL,NULL
Laos,07/05/2020,7275556,NULL,NULL
Laos,07/06/2020,7275556,NULL,NULL
Laos,07/07/2020,7275556,NULL,NULL
Laos,07/08/2020,7275556,NULL,NULL
Laos,07/09/2020,7275556,NULL,NULL
Laos,07/10/2020,7275556,NULL,NULL
Laos,07/11/2020,7275556,NULL,NULL
Laos,07/12/2020,7275556,NULL,NULL
Laos,08/01/2021,7275556,NULL,NULL
Laos,08/02/2021,7275556,NULL,NULL
Laos,08/03/2021,7275556,NULL,NULL
Laos,08/04/2020,7275556,NULL,NULL
Laos,08/04/2021,7275556,NULL,NULL
Laos,08/05/2020,7275556,NULL,NULL
Laos,08/06/2020,7275556,NULL,NULL
Laos,08/07/2020,7275556,NULL,NULL
Laos,08/08/2020,7275556,NULL,NULL
Laos,08/09/2020,7275556,NULL,NULL
Laos,08/10/2020,7275556,NULL,NULL
Laos,08/11/2020,7275556,NULL,NULL
Laos,08/12/2020,7275556,NULL,NULL
Laos,09/01/2021,7275556,NULL,NULL
Laos,09/02/2021,7275556,NULL,NULL
Laos,09/03/2021,7275556,NULL,NULL
Laos,09/04/2020,7275556,NULL,NULL
Laos,09/04/2021,7275556,NULL,NULL
Laos,09/05/2020,7275556,NULL,NULL
Laos,09/06/2020,7275556,NULL,NULL
Laos,09/07/2020,7275556,NULL,NULL
Laos,09/08/2020,7275556,NULL,NULL
Laos,09/09/2020,7275556,NULL,NULL
Laos,09/10/2020,7275556,NULL,NULL
Laos,09/11/2020,7275556,NULL,NULL
Laos,09/12/2020,7275556,NULL,NULL
Laos,10/01/2021,7275556,NULL,NULL
Laos,10/02/2021,7275556,NULL,NULL
Laos,10/03/2021,7275556,NULL,NULL
Laos,10/04/2020,7275556,NULL,NULL
Laos,10/04/2021,7275556,NULL,NULL
Laos,10/05/2020,7275556,NULL,NULL
Laos,10/06/2020,7275556,NULL,NULL
Laos,10/07/2020,7275556,NULL,NULL
Laos,10/08/2020,7275556,NULL,NULL
Laos,10/09/2020,7275556,NULL,NULL
Laos,10/10/2020,7275556,NULL,NULL
Laos,10/11/2020,7275556,NULL,NULL
Laos,10/12/2020,7275556,NULL,NULL
Laos,11/01/2021,7275556,NULL,NULL
Laos,11/02/2021,7275556,NULL,NULL
Laos,11/03/2021,7275556,NULL,NULL
Laos,11/04/2020,7275556,NULL,NULL
Laos,11/04/2021,7275556,NULL,NULL
Laos,11/05/2020,7275556,NULL,NULL
Laos,11/06/2020,7275556,NULL,NULL
Laos,11/07/2020,7275556,NULL,NULL
Laos,11/08/2020,7275556,NULL,NULL
Laos,11/09/2020,7275556,NULL,NULL
Laos,11/10/2020,7275556,NULL,NULL
Laos,11/11/2020,7275556,NULL,NULL
Laos,11/12/2020,7275556,NULL,NULL
Laos,12/01/2021,7275556,NULL,NULL
Laos,12/02/2021,7275556,NULL,NULL
Laos,12/03/2021,7275556,NULL,NULL
Laos,12/04/2020,7275556,NULL,NULL
Laos,12/04/2021,7275556,NULL,NULL
Laos,12/05/2020,7275556,NULL,NULL
Laos,12/06/2020,7275556,NULL,NULL
Laos,12/07/2020,7275556,NULL,NULL
Laos,12/08/2020,7275556,NULL,NULL
Laos,12/09/2020,7275556,NULL,NULL
Laos,12/10/2020,7275556,NULL,NULL
Laos,12/11/2020,7275556,NULL,NULL
Laos,12/12/2020,7275556,NULL,NULL
Laos,13/01/2021,7275556,NULL,NULL
Laos,13/02/2021,7275556,NULL,NULL
Laos,13/03/2021,7275556,NULL,NULL
Laos,13/04/2020,7275556,NULL,NULL
Laos,13/04/2021,7275556,NULL,NULL
Laos,13/05/2020,7275556,NULL,NULL
Laos,13/06/2020,7275556,NULL,NULL
Laos,13/07/2020,7275556,NULL,NULL
Laos,13/08/2020,7275556,NULL,NULL
Laos,13/09/2020,7275556,NULL,NULL
Laos,13/10/2020,7275556,NULL,NULL
Laos,13/11/2020,7275556,NULL,NULL
Laos,13/12/2020,7275556,NULL,NULL
Laos,14/01/2021,7275556,NULL,NULL
Laos,14/02/2021,7275556,NULL,NULL
Laos,14/03/2021,7275556,NULL,NULL
Laos,14/04/2020,7275556,NULL,NULL
Laos,14/04/2021,7275556,NULL,NULL
Laos,14/05/2020,7275556,NULL,NULL
Laos,14/06/2020,7275556,NULL,NULL
Laos,14/07/2020,7275556,NULL,NULL
Laos,14/08/2020,7275556,NULL,NULL
Laos,14/09/2020,7275556,NULL,NULL
Laos,14/10/2020,7275556,NULL,NULL
Laos,14/11/2020,7275556,NULL,NULL
Laos,14/12/2020,7275556,NULL,NULL
Laos,15/01/2021,7275556,NULL,NULL
Laos,15/02/2021,7275556,NULL,NULL
Laos,15/03/2021,7275556,NULL,NULL
Laos,15/04/2020,7275556,NULL,NULL
Laos,15/04/2021,7275556,NULL,NULL
Laos,15/05/2020,7275556,NULL,NULL
Laos,15/06/2020,7275556,NULL,NULL
Laos,15/07/2020,7275556,NULL,NULL
Laos,15/08/2020,7275556,NULL,NULL
Laos,15/09/2020,7275556,NULL,NULL
Laos,15/10/2020,7275556,NULL,NULL
Laos,15/11/2020,7275556,NULL,NULL
Laos,15/12/2020,7275556,NULL,NULL
Laos,16/01/2021,7275556,NULL,NULL
Laos,16/02/2021,7275556,NULL,NULL
Laos,16/03/2021,7275556,NULL,NULL
Laos,16/04/2020,7275556,NULL,NULL
Laos,16/04/2021,7275556,NULL,NULL
Laos,16/05/2020,7275556,NULL,NULL
Laos,16/06/2020,7275556,NULL,NULL
Laos,16/07/2020,7275556,NULL,NULL
Laos,16/08/2020,7275556,NULL,NULL
Laos,16/09/2020,7275556,NULL,NULL
Laos,16/10/2020,7275556,NULL,NULL
Laos,16/11/2020,7275556,NULL,NULL
Laos,16/12/2020,7275556,NULL,NULL
Laos,17/01/2021,7275556,NULL,NULL
Laos,17/02/2021,7275556,NULL,NULL
Laos,17/03/2021,7275556,NULL,NULL
Laos,17/04/2020,7275556,NULL,NULL
Laos,17/04/2021,7275556,NULL,NULL
Laos,17/05/2020,7275556,NULL,NULL
Laos,17/06/2020,7275556,NULL,NULL
Laos,17/07/2020,7275556,NULL,NULL
Laos,17/08/2020,7275556,NULL,NULL
Laos,17/09/2020,7275556,NULL,NULL
Laos,17/10/2020,7275556,NULL,NULL
Laos,17/11/2020,7275556,NULL,NULL
Laos,17/12/2020,7275556,NULL,NULL
Laos,18/01/2021,7275556,NULL,NULL
Laos,18/02/2021,7275556,NULL,NULL
Laos,18/03/2021,7275556,NULL,NULL
Laos,18/04/2020,7275556,NULL,NULL
Laos,18/04/2021,7275556,NULL,NULL
Laos,18/05/2020,7275556,NULL,NULL
Laos,18/06/2020,7275556,NULL,NULL
Laos,18/07/2020,7275556,NULL,NULL
Laos,18/08/2020,7275556,NULL,NULL
Laos,18/09/2020,7275556,NULL,NULL
Laos,18/10/2020,7275556,NULL,NULL
Laos,18/11/2020,7275556,NULL,NULL
Laos,18/12/2020,7275556,NULL,NULL
Laos,19/01/2021,7275556,NULL,NULL
Laos,19/02/2021,7275556,NULL,NULL
Laos,19/03/2021,7275556,NULL,NULL
Laos,19/04/2020,7275556,NULL,NULL
Laos,19/04/2021,7275556,NULL,NULL
Laos,19/05/2020,7275556,NULL,NULL
Laos,19/06/2020,7275556,NULL,NULL
Laos,19/07/2020,7275556,NULL,NULL
Laos,19/08/2020,7275556,NULL,NULL
Laos,19/09/2020,7275556,NULL,NULL
Laos,19/10/2020,7275556,NULL,NULL
Laos,19/11/2020,7275556,NULL,NULL
Laos,19/12/2020,7275556,NULL,NULL
Laos,20/01/2021,7275556,NULL,NULL
Laos,20/02/2021,7275556,NULL,NULL
Laos,20/03/2021,7275556,NULL,NULL
Laos,20/04/2020,7275556,NULL,NULL
Laos,20/04/2021,7275556,NULL,NULL
Laos,20/05/2020,7275556,NULL,NULL
Laos,20/06/2020,7275556,NULL,NULL
Laos,20/07/2020,7275556,NULL,NULL
Laos,20/08/2020,7275556,NULL,NULL
Laos,20/09/2020,7275556,NULL,NULL
Laos,20/10/2020,7275556,NULL,NULL
Laos,20/11/2020,7275556,NULL,NULL
Laos,20/12/2020,7275556,NULL,NULL
Laos,21/01/2021,7275556,NULL,NULL
Laos,21/02/2021,7275556,NULL,NULL
Laos,21/03/2021,7275556,NULL,NULL
Laos,21/04/2020,7275556,NULL,NULL
Laos,21/04/2021,7275556,NULL,NULL
Laos,21/05/2020,7275556,NULL,NULL
Laos,21/06/2020,7275556,NULL,NULL
Laos,21/07/2020,7275556,NULL,NULL
Laos,21/08/2020,7275556,NULL,NULL
Laos,21/09/2020,7275556,NULL,NULL
Laos,21/10/2020,7275556,NULL,NULL
Laos,21/11/2020,7275556,NULL,NULL
Laos,21/12/2020,7275556,NULL,NULL
Laos,22/01/2021,7275556,NULL,NULL
Laos,22/02/2021,7275556,NULL,NULL
Laos,22/03/2021,7275556,NULL,NULL
Laos,22/04/2020,7275556,NULL,NULL
Laos,22/04/2021,7275556,5643,5643
Laos,22/05/2020,7275556,NULL,5643
Laos,22/06/2020,7275556,NULL,5643
Laos,22/07/2020,7275556,NULL,5643
Laos,22/08/2020,7275556,NULL,5643
Laos,22/09/2020,7275556,NULL,5643
Laos,22/10/2020,7275556,NULL,5643
Laos,22/11/2020,7275556,NULL,5643
Laos,22/12/2020,7275556,NULL,5643
Laos,23/01/2021,7275556,NULL,5643
Laos,23/02/2021,7275556,NULL,5643
Laos,23/03/2021,7275556,NULL,5643
Laos,23/04/2020,7275556,NULL,5643
Laos,23/04/2021,7275556,NULL,5643
Laos,23/05/2020,7275556,NULL,5643
Laos,23/06/2020,7275556,NULL,5643
Laos,23/07/2020,7275556,NULL,5643
Laos,23/08/2020,7275556,NULL,5643
Laos,23/09/2020,7275556,NULL,5643
Laos,23/10/2020,7275556,NULL,5643
Laos,23/11/2020,7275556,NULL,5643
Laos,23/12/2020,7275556,NULL,5643
Laos,24/01/2021,7275556,NULL,5643
Laos,24/02/2021,7275556,NULL,5643
Laos,24/03/2020,7275556,NULL,5643
Laos,24/03/2021,7275556,NULL,5643
Laos,24/04/2020,7275556,NULL,5643
Laos,24/04/2021,7275556,NULL,5643
Laos,24/05/2020,7275556,NULL,5643
Laos,24/06/2020,7275556,NULL,5643
Laos,24/07/2020,7275556,NULL,5643
Laos,24/08/2020,7275556,NULL,5643
Laos,24/09/2020,7275556,NULL,5643
Laos,24/10/2020,7275556,NULL,5643
Laos,24/11/2020,7275556,NULL,5643
Laos,24/12/2020,7275556,NULL,5643
Laos,25/01/2021,7275556,NULL,5643
Laos,25/02/2021,7275556,NULL,5643
Laos,25/03/2020,7275556,NULL,5643
Laos,25/03/2021,7275556,NULL,5643
Laos,25/04/2020,7275556,NULL,5643
Laos,25/04/2021,7275556,4153,9796
Laos,25/05/2020,7275556,NULL,9796
Laos,25/06/2020,7275556,NULL,9796
Laos,25/07/2020,7275556,NULL,9796
Laos,25/08/2020,7275556,NULL,9796
Laos,25/09/2020,7275556,NULL,9796
Laos,25/10/2020,7275556,NULL,9796
Laos,25/11/2020,7275556,NULL,9796
Laos,25/12/2020,7275556,NULL,9796
Laos,26/01/2021,7275556,NULL,9796
Laos,26/02/2021,7275556,NULL,9796
Laos,26/03/2020,7275556,NULL,9796
Laos,26/03/2021,7275556,NULL,9796
Laos,26/04/2020,7275556,NULL,9796
Laos,26/04/2021,7275556,709,10505
Laos,26/05/2020,7275556,NULL,10505
Laos,26/06/2020,7275556,NULL,10505
Laos,26/07/2020,7275556,NULL,10505
Laos,26/08/2020,7275556,NULL,10505
Laos,26/09/2020,7275556,NULL,10505
Laos,26/10/2020,7275556,NULL,10505
Laos,26/11/2020,7275556,NULL,10505
Laos,26/12/2020,7275556,NULL,10505
Laos,27/01/2021,7275556,NULL,10505
Laos,27/02/2021,7275556,NULL,10505
Laos,27/03/2020,7275556,NULL,10505
Laos,27/03/2021,7275556,NULL,10505
Laos,27/04/2020,7275556,NULL,10505
Laos,27/04/2021,7275556,NULL,10505
Laos,27/05/2020,7275556,NULL,10505
Laos,27/06/2020,7275556,NULL,10505
Laos,27/07/2020,7275556,NULL,10505
Laos,27/08/2020,7275556,NULL,10505
Laos,27/09/2020,7275556,NULL,10505
Laos,27/10/2020,7275556,NULL,10505
Laos,27/11/2020,7275556,NULL,10505
Laos,27/12/2020,7275556,NULL,10505
Laos,28/01/2021,7275556,NULL,10505
Laos,28/02/2021,7275556,NULL,10505
Laos,28/03/2020,7275556,NULL,10505
Laos,28/03/2021,7275556,NULL,10505
Laos,28/04/2020,7275556,NULL,10505
Laos,28/04/2021,7275556,NULL,10505
Laos,28/05/2020,7275556,NULL,10505
Laos,28/06/2020,7275556,NULL,10505
Laos,28/07/2020,7275556,NULL,10505
Laos,28/08/2020,7275556,NULL,10505
Laos,28/09/2020,7275556,NULL,10505
Laos,28/10/2020,7275556,NULL,10505
Laos,28/11/2020,7275556,NULL,10505
Laos,28/12/2020,7275556,NULL,10505
Laos,29/01/2021,7275556,NULL,10505
Laos,29/03/2020,7275556,NULL,10505
Laos,29/03/2021,7275556,NULL,10505
Laos,29/04/2020,7275556,NULL,10505
Laos,29/04/2021,7275556,NULL,10505
Laos,29/05/2020,7275556,NULL,10505
Laos,29/06/2020,7275556,NULL,10505
Laos,29/07/2020,7275556,NULL,10505
Laos,29/08/2020,7275556,NULL,10505
Laos,29/09/2020,7275556,NULL,10505
Laos,29/10/2020,7275556,NULL,10505
Laos,29/11/2020,7275556,NULL,10505
Laos,29/12/2020,7275556,NULL,10505
Laos,30/01/2021,7275556,NULL,10505
Laos,30/03/2020,7275556,NULL,10505
Laos,30/03/2021,7275556,NULL,10505
Laos,30/04/2020,7275556,NULL,10505
Laos,30/04/2021,7275556,NULL,10505
Laos,30/05/2020,7275556,NULL,10505
Laos,30/06/2020,7275556,NULL,10505
Laos,30/07/2020,7275556,NULL,10505
Laos,30/08/2020,7275556,NULL,10505
Laos,30/09/2020,7275556,NULL,10505
Laos,30/10/2020,7275556,NULL,10505
Laos,30/11/2020,7275556,NULL,10505
Laos,30/12/2020,7275556,NULL,10505
Laos,31/01/2021,7275556,NULL,10505
Laos,31/03/2020,7275556,NULL,10505
Laos,31/03/2021,7275556,NULL,10505
Laos,31/05/2020,7275556,NULL,10505
Laos,31/07/2020,7275556,NULL,10505
Laos,31/08/2020,7275556,NULL,10505
Laos,31/10/2020,7275556,NULL,10505
Laos,31/12/2020,7275556,NULL,10505
Malaysia,01/01/2021,32365998,NULL,NULL
Malaysia,01/02/2020,32365998,NULL,NULL
Malaysia,01/02/2021,32365998,NULL,NULL
Malaysia,01/03/2020,32365998,NULL,NULL
Malaysia,01/03/2021,32365998,NULL,NULL
Malaysia,01/04/2020,32365998,NULL,NULL
Malaysia,01/04/2021,32365998,42023,42023
Malaysia,01/05/2020,32365998,NULL,42023
Malaysia,01/06/2020,32365998,NULL,42023
Malaysia,01/07/2020,32365998,NULL,42023
Malaysia,01/08/2020,32365998,NULL,42023
Malaysia,01/09/2020,32365998,NULL,42023
Malaysia,01/10/2020,32365998,NULL,42023
Malaysia,01/11/2020,32365998,NULL,42023
Malaysia,01/12/2020,32365998,NULL,42023
Malaysia,02/01/2021,32365998,NULL,42023
Malaysia,02/02/2020,32365998,NULL,42023
Malaysia,02/02/2021,32365998,NULL,42023
Malaysia,02/03/2020,32365998,NULL,42023
Malaysia,02/03/2021,32365998,28035,70058
Malaysia,02/04/2020,32365998,NULL,70058
Malaysia,02/04/2021,32365998,30427,100485
Malaysia,02/05/2020,32365998,NULL,100485
Malaysia,02/06/2020,32365998,NULL,100485
Malaysia,02/07/2020,32365998,NULL,100485
Malaysia,02/08/2020,32365998,NULL,100485
Malaysia,02/09/2020,32365998,NULL,100485
Malaysia,02/10/2020,32365998,NULL,100485
Malaysia,02/11/2020,32365998,NULL,100485
Malaysia,02/12/2020,32365998,NULL,100485
Malaysia,03/01/2021,32365998,NULL,100485
Malaysia,03/02/2020,32365998,NULL,100485
Malaysia,03/02/2021,32365998,NULL,100485
Malaysia,03/03/2020,32365998,NULL,100485
Malaysia,03/03/2021,32365998,27049,127534
Malaysia,03/04/2020,32365998,NULL,127534
Malaysia,03/04/2021,32365998,16851,144385
Malaysia,03/05/2020,32365998,NULL,144385
Malaysia,03/06/2020,32365998,NULL,144385
Malaysia,03/07/2020,32365998,NULL,144385
Malaysia,03/08/2020,32365998,NULL,144385
Malaysia,03/09/2020,32365998,NULL,144385
Malaysia,03/10/2020,32365998,NULL,144385
Malaysia,03/11/2020,32365998,NULL,144385
Malaysia,03/12/2020,32365998,NULL,144385
Malaysia,04/01/2021,32365998,NULL,144385
Malaysia,04/02/2020,32365998,NULL,144385
Malaysia,04/02/2021,32365998,NULL,144385
Malaysia,04/03/2020,32365998,NULL,144385
Malaysia,04/03/2021,32365998,19280,163665
Malaysia,04/04/2020,32365998,NULL,163665
Malaysia,04/04/2021,32365998,14269,177934
Malaysia,04/05/2020,32365998,NULL,177934
Malaysia,04/06/2020,32365998,NULL,177934
Malaysia,04/07/2020,32365998,NULL,177934
Malaysia,04/08/2020,32365998,NULL,177934
Malaysia,04/09/2020,32365998,NULL,177934
Malaysia,04/10/2020,32365998,NULL,177934
Malaysia,04/11/2020,32365998,NULL,177934
Malaysia,04/12/2020,32365998,NULL,177934
Malaysia,05/01/2021,32365998,NULL,177934
Malaysia,05/02/2020,32365998,NULL,177934
Malaysia,05/02/2021,32365998,NULL,177934
Malaysia,05/03/2020,32365998,NULL,177934
Malaysia,05/03/2021,32365998,13298,191232
Malaysia,05/04/2020,32365998,NULL,191232
Malaysia,05/04/2021,32365998,28263,219495
Malaysia,05/05/2020,32365998,NULL,219495
Malaysia,05/06/2020,32365998,NULL,219495
Malaysia,05/07/2020,32365998,NULL,219495
Malaysia,05/08/2020,32365998,NULL,219495
Malaysia,05/09/2020,32365998,NULL,219495
Malaysia,05/10/2020,32365998,NULL,219495
Malaysia,05/11/2020,32365998,NULL,219495
Malaysia,05/12/2020,32365998,NULL,219495
Malaysia,06/01/2021,32365998,NULL,219495
