location,date,population,total_cases,total_deaths,infection_rate,death_rate
Indonesia,26/09/2020,273523621,271339,10308,0.0992,3.7989378600201227
Indonesia,27/09/2020,273523621,275213,10386,0.1006,3.7738042897682886
Indonesia,28/09/2020,273523621,278722,10473,0.1019,3.7575074805720394
Indonesia,29/09/2020,273523621,282724,10601,0.1034,3.749593242879982
Indonesia,30/09/2020,273523621,287008,10740,0.1049,3.7420559705652807
Indonesia,01/10/2020,273523621,291182,10856,0.1065,3.7282524331861175
Indonesia,02/10/2020,273523621,295499,10972,0.1080,3.7130413300891036
Indonesia,03/10/2020,273523621,299506,11055,0.1095,3.691077975065608
Indonesia,04/10/2020,273523621,303498,11151,0.1110,3.674159302532471
Indonesia,05/10/2020,273523621,307120,11253,0.1123,3.6640401146131802
Indonesia,06/10/2020,273523621,311176,11374,0.1138,3.655166208190863
Indonesia,07/10/2020,273523621,315714,11472,0.1154,3.6336684467587754
Indonesia,08/10/2020,273523621,320564,11580,0.1172,3.6123831746546706
Indonesia,09/10/2020,273523621,324658,11677,0.1187,3.596707920334629
Indonesia,10/10/2020,273523621,328952,11765,0.1203,3.57650964274423
Indonesia,11/10/2020,273523621,333449,11844,0.1219,3.551967467288851
Indonesia,12/10/2020,273523621,336716,11935,0.1231,3.544530108459355
Indonesia,13/10/2020,273523621,340622,12027,0.1245,3.5308934830985668
Indonesia,14/10/2020,273523621,344749,12156,0.1260,3.5260435853330976
Indonesia,15/10/2020,273523621,349160,12268,0.1277,3.5135754381945237
Indonesia,16/10/2020,273523621,353461,12347,0.1292,3.4931718067905653
Indonesia,17/10/2020,273523621,357762,12431,0.1308,3.474656335776298
Indonesia,18/10/2020,273523621,361867,12511,0.1323,3.4573475890313294
Indonesia,19/10/2020,273523621,365240,12617,0.1335,3.45444091556237
Indonesia,20/10/2020,273523621,368842,12734,0.1348,3.4524267843683747
Indonesia,21/10/2020,273523621,373109,12857,0.1364,3.44590990836458
Indonesia,22/10/2020,273523621,377541,12959,0.1380,3.432474883522584
Indonesia,23/10/2020,273523621,381910,13077,0.1396,3.424105155664947
Indonesia,24/10/2020,273523621,385980,13205,0.1411,3.421161718223742
Indonesia,25/10/2020,273523621,389712,13299,0.1425,3.4125200147801453
Indonesia,26/10/2020,273523621,392934,13411,0.1437,3.413041375905369
Indonesia,27/10/2020,273523621,396454,13512,0.1449,3.408213815474179
Indonesia,28/10/2020,273523621,400483,13612,0.1464,3.3988958332813133
Indonesia,29/10/2020,273523621,404048,13701,0.1477,3.3909337504454915
Indonesia,30/10/2020,273523621,406945,13782,0.1488,3.3866984481932447
Indonesia,31/10/2020,273523621,410088,13869,0.1499,3.3819570433663015
Indonesia,01/11/2020,273523621,412784,13943,0.1509,3.3777956509942246
Indonesia,02/11/2020,273523621,415402,14044,0.1519,3.3808214693236915
Indonesia,03/11/2020,273523621,418375,14146,0.1530,3.381177173588288
Indonesia,04/11/2020,273523621,421731,14259,0.1542,3.381065181359682
Indonesia,05/11/2020,273523621,425796,14348,0.1557,3.3696887711486254
Indonesia,06/11/2020,273523621,429574,14442,0.1571,3.361935312658587
Indonesia,07/11/2020,273523621,433836,14540,0.1586,3.3514968790049697
Indonesia,08/11/2020,273523621,437716,14614,0.1600,3.338694495974559
Indonesia,09/11/2020,273523621,440569,14689,0.1611,3.334097496646382
Indonesia,10/11/2020,273523621,444348,14761,0.1625,3.3219458622521083
Indonesia,11/11/2020,273523621,448118,14836,0.1638,3.310735118874939
Indonesia,12/11/2020,273523621,452291,14933,0.1654,3.3016354515124116
Indonesia,13/11/2020,273523621,457735,15037,0.1673,3.2850885337586155
Indonesia,14/11/2020,273523621,463007,15148,0.1693,3.2716568000051836
Indonesia,15/11/2020,273523621,467113,15211,0.1708,3.2563854998683404
Indonesia,16/11/2020,273523621,470648,15296,0.1721,3.2499872516190442
Indonesia,17/11/2020,273523621,474455,15393,0.1735,3.2443540483291358
Indonesia,18/11/2020,273523621,478720,15503,0.1750,3.2384274732620324
Indonesia,19/11/2020,273523621,483518,15600,0.1768,3.2263535173457862
Indonesia,20/11/2020,273523621,488310,15678,0.1785,3.2106653560238376
Indonesia,21/11/2020,273523621,493308,15774,0.1804,3.197596633340631
Indonesia,22/11/2020,273523621,497668,15884,0.1819,3.1916860236141362
Indonesia,23/11/2020,273523621,502110,16002,0.1836,3.1869510664993723
Indonesia,24/11/2020,273523621,506302,16111,0.1851,3.1820929010748524
Indonesia,25/11/2020,273523621,511836,16225,0.1871,3.169960690533687
Indonesia,26/11/2020,273523621,516753,16352,0.1889,3.1643744690403346
Indonesia,27/11/2020,273523621,522581,16521,0.1911,3.1614237792801503
Indonesia,28/11/2020,273523621,527999,16646,0.1930,3.152657486093724
Indonesia,29/11/2020,273523621,534266,16815,0.1953,3.147308644008789
Indonesia,30/11/2020,273523621,538883,16945,0.1970,3.1444673519112682
Indonesia,01/12/2020,273523621,543975,17081,0.1989,3.1400340089158507
Indonesia,02/12/2020,273523621,549508,17199,0.2009,3.1298907386243697
Indonesia,03/12/2020,273523621,557877,17355,0.2040,3.1109007899590773
Indonesia,04/12/2020,273523621,563680,17479,0.2061,3.1008728356514337
Indonesia,05/12/2020,273523621,569707,17589,0.2083,3.0873764935308854
Indonesia,06/12/2020,273523621,575796,17740,0.2105,3.080952281710884
Indonesia,07/12/2020,273523621,581550,17867,0.2126,3.0723067664001373
Indonesia,08/12/2020,273523621,586842,18000,0.2145,3.0672651241731166
Indonesia,09/12/2020,273523621,592900,18171,0.2168,3.06476640242874
Indonesia,10/12/2020,273523621,598933,18336,0.2190,3.061444268390621
Indonesia,11/12/2020,273523621,605243,18511,0.2213,3.058440989817313
Indonesia,12/12/2020,273523621,611631,18653,0.2236,3.04971461551164
Indonesia,13/12/2020,273523621,617820,18819,0.2259,3.0460328250946875
Indonesia,14/12/2020,273523621,623309,18956,0.2279,3.041188238899166
Indonesia,15/12/2020,273523621,629429,19111,0.2301,3.0362439607962135
Indonesia,16/12/2020,273523621,636154,19248,0.2326,3.0256824605362853
Indonesia,17/12/2020,273523621,643508,19390,0.2353,3.013171553422801
Indonesia,18/12/2020,273523621,650197,19514,0.2377,3.0012442382847047
Indonesia,19/12/2020,273523621,657948,19659,0.2405,2.9879260975031463
Indonesia,20/12/2020,273523621,664930,19880,0.2431,2.9897883987788187
Indonesia,21/12/2020,273523621,671778,20085,0.2456,2.9898269964184596
Indonesia,22/12/2020,273523621,678125,20257,0.2479,2.9872073732718896
Indonesia,23/12/2020,273523621,685639,20408,0.2507,2.976493460844555
Indonesia,24/12/2020,273523621,692838,20589,0.2533,2.971690351857144
Indonesia,25/12/2020,273523621,700097,20847,0.2560,2.9777302288111507
Indonesia,26/12/2020,273523621,706837,20994,0.2584,2.9701331424359507
Indonesia,27/12/2020,273523621,713365,21237,0.2608,2.9770173753968865
Indonesia,28/12/2020,273523621,719219,21452,0.2629,2.9826798235308023
Indonesia,29/12/2020,273523621,727122,21703,0.2658,2.9847810958821217
Indonesia,30/12/2020,273523621,735124,21944,0.2688,2.9850746268656714
Indonesia,31/12/2020,273523621,743198,22138,0.2717,2.978748597278249
Indonesia,01/01/2021,273523621,751270,22329,0.2747,2.9721671303259813
Indonesia,02/01/2021,273523621,758473,22555,0.2773,2.9737380236343287
Indonesia,03/01/2021,273523621,765350,22734,0.2798,2.9704056967400536
Indonesia,04/01/2021,273523621,772103,22911,0.2823,2.9673502110469716
Indonesia,05/01/2021,273523621,779548,23109,0.2850,2.964410145366289
Indonesia,06/01/2021,273523621,788402,23296,0.2882,2.954837760431861
Indonesia,07/01/2021,273523621,797723,23520,0.2916,2.9483918603324715
Indonesia,08/01/2021,273523621,808340,23753,0.2955,2.938491228938318
Indonesia,09/01/2021,273523621,818386,23947,0.2992,2.9261253247245187
Indonesia,10/01/2021,273523621,828026,24129,0.3027,2.9140389311446744
Indonesia,11/01/2021,273523621,836718,24343,0.3059,2.909343410802684
Indonesia,12/01/2021,273523621,846765,24645,0.3096,2.910488742449204
Indonesia,13/01/2021,273523621,858043,24951,0.3137,2.9078962243150985
Indonesia,14/01/2021,273523621,869600,25246,0.3179,2.9031738730450782
Indonesia,15/01/2021,273523621,882418,25484,0.3226,2.887973726737215
Indonesia,16/01/2021,273523621,896642,25767,0.3278,2.873722176743896
Indonesia,17/01/2021,273523621,907929,25987,0.3319,2.8622282138801602
Indonesia,18/01/2021,273523621,917015,26282,0.3353,2.8660381782195494
Indonesia,19/01/2021,273523621,927380,26590,0.3390,2.8672173219176607
Indonesia,20/01/2021,273523621,939948,26857,0.3436,2.857285722188887
Indonesia,21/01/2021,273523621,951651,27203,0.3479,2.8585059018484715
Indonesia,22/01/2021,273523621,965283,27453,0.3529,2.8440364121195545
Indonesia,23/01/2021,273523621,977474,27664,0.3574,2.8301520040430743
Indonesia,24/01/2021,273523621,989262,27835,0.3617,2.8137136572515673
Indonesia,25/01/2021,273523621,999256,28132,0.3653,2.8152945791669004
Indonesia,26/01/2021,273523621,1012350,28468,0.3701,2.8120709240875192
Indonesia,27/01/2021,273523621,1024298,28855,0.3745,2.817051287808821
Indonesia,28/01/2021,273523621,1037993,29331,0.3795,2.8257415994134836
Indonesia,29/01/2021,273523621,1051795,29518,0.3845,2.806440418522621
Indonesia,30/01/2021,273523621,1066313,29728,0.3898,2.787924371174318
Indonesia,31/01/2021,273523621,1078314,29998,0.3942,2.7819355030167467
Indonesia,01/02/2021,273523621,1089308,30277,0.3983,2.779471003609631
Indonesia,02/02/2021,273523621,1099687,30581,0.4020,2.780882196479544
Indonesia,03/02/2021,273523621,1111671,30770,0.4064,2.7679052525432435
Indonesia,04/02/2021,273523621,1123105,31001,0.4106,2.7602940063484716
Indonesia,05/02/2021,273523621,1134854,31202,0.4149,2.7494285608545237
Indonesia,06/02/2021,273523621,1147010,31393,0.4193,2.7369421365114515
Indonesia,07/02/2021,273523621,1157837,31556,0.4233,2.7254268087822378
Indonesia,08/02/2021,273523621,1166079,31763,0.4263,2.7239149320071796
Indonesia,09/02/2021,273523621,1174779,31976,0.4295,2.7218736460219324
Indonesia,10/02/2021,273523621,1183555,32167,0.4327,2.717828913738694
Indonesia,11/02/2021,273523621,1191990,32381,0.4358,2.7165496354835192
Indonesia,12/02/2021,273523621,1201859,32656,0.4394,2.7171240553176372
Indonesia,13/02/2021,273523621,1210703,32936,0.4426,2.720402939449229
Indonesia,14/02/2021,273523621,1217468,33183,0.4451,2.7255747173642346
Indonesia,15/02/2021,273523621,1223930,33367,0.4475,2.726218002663551
Indonesia,16/02/2021,273523621,1233959,33596,0.4511,2.7226188228296078
Indonesia,17/02/2021,273523621,1243646,33788,0.4547,2.7168502934114693
Indonesia,18/02/2021,273523621,1252685,33969,0.4580,2.7116952785416926
Indonesia,19/02/2021,273523621,1263299,34152,0.4619,2.7033980079141995
Indonesia,20/02/2021,273523621,1271353,34316,0.4648,2.6991716698666695
Indonesia,21/02/2021,273523621,1278653,34489,0.4675,2.697291602960303
Indonesia,22/02/2021,273523621,1288833,34691,0.4712,2.6916598193869956
Indonesia,23/02/2021,273523621,1298608,35014,0.4748,2.6962717001589396
Indonesia,24/02/2021,273523621,1306141,35254,0.4775,2.6990960394015655
Indonesia,25/02/2021,273523621,1314634,35518,0.4806,2.7017405604906006
Indonesia,26/02/2021,273523621,1322866,35786,0.4836,2.7051870711016837
Indonesia,27/02/2021,273523621,1329074,35981,0.4859,2.707223224590956
Indonesia,28/02/2021,273523621,1334634,36166,0.4879,2.7098065836776226
Indonesia,01/03/2021,273523621,1341314,36325,0.4904,2.708165276736096
Indonesia,02/03/2021,273523621,1347026,36518,0.4925,2.7110092900953657
Indonesia,03/03/2021,273523621,1353834,36721,0.4950,2.712370940602762
Indonesia,04/03/2021,273523621,1361098,36897,0.4976,2.7108261124474504
Indonesia,05/03/2021,273523621,1368069,37026,0.5002,2.7064424382103534
Indonesia,06/03/2021,273523621,1373836,37154,0.5023,2.704398487155672
Indonesia,07/03/2021,273523621,1379662,37266,0.5044,2.7010963554841694
Indonesia,08/03/2021,273523621,1386556,37547,0.5069,2.7079324599944035
Indonesia,09/03/2021,273523621,1392945,37757,0.5093,2.7105879988082804
Indonesia,10/03/2021,273523621,1398578,37932,0.5113,2.7121833748278608
Indonesia,11/03/2021,273523621,1403722,38049,0.5132,2.7105794452177854
Indonesia,12/03/2021,273523621,1410134,38229,0.5155,2.71101895280874
Indonesia,13/03/2021,273523621,1414741,38329,0.5172,2.7092591506148476
Indonesia,14/03/2021,273523621,1419455,38426,0.5190,2.7070953288409987
Indonesia,15/03/2021,273523621,1425044,38573,0.5210,2.706793614793648
Indonesia,16/03/2021,273523621,1430458,38753,0.5230,2.7091323198583948
Indonesia,17/03/2021,273523621,1437283,38915,0.5255,2.7075391554759918
Indonesia,18/03/2021,273523621,1443853,39142,0.5279,2.7109407952194577
Indonesia,19/03/2021,273523621,1450132,39339,0.5302,2.7127875255493983
Indonesia,20/03/2021,273523621,1455788,39447,0.5322,2.70966651737753
Indonesia,21/03/2021,273523621,1460184,39550,0.5338,2.7085627564745267
Indonesia,22/03/2021,273523621,1465928,39711,0.5359,2.7089324987311794
Indonesia,23/03/2021,273523621,1471225,39865,0.5379,2.7096467229689543
Indonesia,24/03/2021,273523621,1476452,39983,0.5398,2.7080460455199358
Indonesia,25/03/2021,273523621,1482559,40081,0.5420,2.7035011760071606
Indonesia,26/03/2021,273523621,1487541,40166,0.5438,2.7001608695155292
Indonesia,27/03/2021,273523621,1492002,40364,0.5455,2.7053583038092444
Indonesia,28/03/2021,273523621,1496085,40449,0.5470,2.7036565435787403
Indonesia,29/03/2021,273523621,1501093,40581,0.5488,2.7034301006000296
Indonesia,30/03/2021,273523621,1505775,40754,0.5505,2.706513257292756
Indonesia,31/03/2021,273523621,1511712,40858,0.5527,2.7027634893418853
Indonesia,01/04/2021,273523621,1517854,41054,0.5549,2.7047397180492987
Indonesia,02/04/2021,273523621,1523179,41151,0.5569,2.7016522680525403
Indonesia,03/04/2021,273523621,1527524,41242,0.5585,2.6999248456980056
Indonesia,04/04/2021,273523621,1534255,41669,0.5609,2.71591097959596
Indonesia,05/04/2021,273523621,1537967,41815,0.5623,2.718848974002693
Indonesia,06/04/2021,273523621,1542516,41977,0.5639,2.721333198488703
Indonesia,07/04/2021,273523621,1547376,42064,0.5657,2.7184084540538307
Indonesia,08/04/2021,273523621,1552880,42227,0.5677,2.7192700015455156
Indonesia,09/04/2021,273523621,1558145,42348,0.5697,2.717847183670326
Indonesia,10/04/2021,273523621,1562868,42443,0.5714,2.7157123954166313
Indonesia,11/04/2021,273523621,1566995,42530,0.5729,2.7141120424762044
Indonesia,12/04/2021,273523621,1571824,42656,0.5747,2.7137898390659516
Indonesia,13/04/2021,273523621,1577526,42782,0.5767,2.711967980242481
Indonesia,14/04/2021,273523621,1583182,42906,0.5788,2.7101116611987757
Indonesia,15/04/2021,273523621,1589359,43073,0.5811,2.710086267482677
Indonesia,16/04/2021,273523621,1594722,43196,0.5830,2.7086852755527295
Indonesia,17/04/2021,273523621,1599763,43328,0.5849,2.7084011819250726
Indonesia,18/04/2021,273523621,1604348,43424,0.5865,2.7066446930466457
Indonesia,19/04/2021,273523621,1609300,43567,0.5884,2.707201889020071
Indonesia,20/04/2021,273523621,1614849,43777,0.5904,2.7109036200907948
Indonesia,21/04/2021,273523621,1620569,44007,0.5925,2.7155276942851554
Indonesia,22/04/2021,273523621,1626812,44172,0.5948,2.715249211340954
Indonesia,23/04/2021,273523621,1632248,44346,0.5967,2.7168665545921944
Indonesia,24/04/2021,273523621,1636792,44500,0.5984,2.718732740629231
Indonesia,25/04/2021,273523621,1641194,44594,0.6000,2.71716811053416
Indonesia,26/04/2021,273523621,1647138,44771,0.6022,2.718108622349797
Indonesia,27/04/2021,273523621,1651794,44939,0.6039,2.7206177041447055
Indonesia,28/04/2021,273523621,1657035,45116,0.6058,2.7226944512336795
Indonesia,29/04/2021,273523621,1662868,45334,0.6079,2.7262536773814876
Indonesia,30/04/2021,273523621,1668368,45521,0.6100,2.728474772951771
Laos,24/03/2020,7275556,2,NULL,0.0000,NULL
Laos,25/03/2020,7275556,3,NULL,0.0000,NULL
Laos,26/03/2020,7275556,6,NULL,0.0001,NULL
Laos,27/03/2020,7275556,6,NULL,0.0001,NULL
Laos,28/03/2020,7275556,8,NULL,0.0001,NULL
Laos,29/03/2020,7275556,8,NULL,0.0001,NULL
Laos,30/03/2020,7275556,8,NULL,0.0001,NULL
Laos,31/03/2020,7275556,9,NULL,0.0001,NULL
Laos,01/04/2020,7275556,10,NULL,0.0001,NULL
Laos,02/04/2020,7275556,10,NULL,0.0001,NULL
Laos,03/04/2020,7275556,10,NULL,0.0001,NULL
Laos,04/04/2020,7275556,10,NULL,0.0001,NULL
Laos,05/04/2020,7275556,11,NULL,0.0002,NULL
Laos,06/04/2020,7275556,12,NULL,0.0002,NULL
Laos,07/04/2020,7275556,14,NULL,0.0002,NULL
Laos,08/04/2020,7275556,15,NULL,0.0002,NULL
Laos,09/04/2020,7275556,16,NULL,0.0002,NULL
Laos,10/04/2020,7275556,16,NULL,0.0002,NULL
Laos,11/04/2020,7275556,18,NULL,0.0002,NULL
Laos,12/04/2020,7275556,19,NULL,0.0003,NULL
Laos,13/04/2020,7275556,19,NULL,0.0003,NULL
Laos,14/04/2020,7275556,19,NULL,0.0003,NULL
Laos,15/04/2020,7275556,19,NULL,0.0003,NULL
Laos,16/04/2020,7275556,19,NULL,0.0003,NULL
Laos,17/04/2020,7275556,19,NULL,0.0003,NULL
Laos,18/04/2020,7275556,19,NULL,0.0003,NULL
Laos,19/04/2020,7275556,19,NULL,0.0003,NULL
Laos,20/04/2020,7275556,19,NULL,0.0003,NULL
Laos,21/04/2020,7275556,19,NULL,0.0003,NULL
Laos,22/04/2020,7275556,19,NULL,0.0003,NULL
Laos,23/04/2020,7275556,19,NULL,0.0003,NULL
Laos,24/04/2020,7275556,19,NULL,0.0003,NULL
Laos,25/04/2020,7275556,19,NULL,0.0003,NULL
Laos,26/04/2020,7275556,19,NULL,0.0003,NULL
Laos,27/04/2020,7275556,19,NULL,0.0003,NULL
Laos,28/04/2020,7275556,19,NULL,0.0003,NULL
Laos,29/04/2020,7275556,19,NULL,0.0003,NULL
Laos,30/04/2020,7275556,19,NULL,0.0003,NULL
Laos,01/05/2020,7275556,19,NULL,0.0003,NULL
Laos,02/05/2020,7275556,19,NULL,0.0003,NULL
Laos,03/05/2020,7275556,19,NULL,0.0003,NULL
Laos,04/05/2020,7275556,19,NULL,0.0003,NULL
Laos,05/05/2020,7275556,19,NULL,0.0003,NULL
Laos,06/05/2020,7275556,19,NULL,0.0003,NULL
Laos,07/05/2020,7275556,19,NULL,0.0003,NULL
Laos,08/05/2020,7275556,19,NULL,0.0003,NULL
Laos,09/05/2020,7275556,19,NULL,0.0003,NULL
Laos,10/05/2020,7275556,19,NULL,0.0003,NULL
Laos,11/05/2020,7275556,19,NULL,0.0003,NULL
Laos,12/05/2020,7275556,19,NULL,0.0003,NULL
Laos,13/05/2020,7275556,19,NULL,0.0003,NULL
Laos,14/05/2020,7275556,19,NULL,0.0003,NULL
Laos,15/05/2020,7275556,19,NULL,0.0003,NULL
Laos,16/05/2020,7275556,19,NULL,0.0003,NULL
Laos,17/05/2020,7275556,19,NULL,0.0003,NULL
Laos,18/05/2020,7275556,19,NULL,0.0003,NULL
Laos,19/05/2020,7275556,19,NULL,0.0003,NULL
Laos,20/05/2020,7275556,19,NULL,0.0003,NULL
Laos,21/05/2020,7275556,19,NULL,0.0003,NULL
Laos,22/05/2020,7275556,19,NULL,0.0003,NULL
Laos,23/05/2020,7275556,19,NULL,0.0003,NULL
Laos,24/05/2020,7275556,19,NULL,0.0003,NULL
Laos,25/05/2020,7275556,19,NULL,0.0003,NULL
Laos,26/05/2020,7275556,19,NULL,0.0003,NULL
Laos,27/05/2020,7275556,19,NULL,0.0003,NULL
Laos,28/05/2020,7275556,19,NULL,0.0003,NULL
Laos,29/05/2020,7275556,19,NULL,0.0003,NULL
Laos,30/05/2020,7275556,19,NULL,0.0003,NULL
Laos,31/05/2020,7275556,19,NULL,0.0003,NULL
Laos,01/06/2020,7275556,19,NULL,0.0003,NULL
Laos,02/06/2020,7275556,19,NULL,0.0003,NULL
Laos,03/06/2020,7275556,19,NULL,0.0003,NULL
Laos,04/06/2020,7275556,19,NULL,0.0003,NULL
Laos,05/06/2020,7275556,19,NULL,0.0003,NULL
Laos,06/06/2020,7275556,19,NULL,0.0003,NULL
Laos,07/06/2020,7275556,19,NULL,0.0003,NULL
Laos,08/06/2020,7275556,19,NULL,0.0003,NULL
Laos,09/06/2020,7275556,19,NULL,0.0003,NULL
Laos,10/06/2020,7275556,19,NULL,0.0003,NULL
Laos,11/06/2020,7275556,19,NULL,0.0003,NULL
Laos,12/06/2020,7275556,19,NULL,0.0003,NULL
Laos,13/06/2020,7275556,19,NULL,0.0003,NULL
Laos,14/06/2020,7275556,19,NULL,0.0003,NULL
Laos,15/06/2020,7275556,19,NULL,0.0003,NULL
Laos,16/06/2020,7275556,19,NULL,0.0003,NULL
Laos,17/06/2020,7275556,19,NULL,0.0003,NULL
Laos,18/06/2020,7275556,19,NULL,0.0003,NULL
Laos,19/06/2020,7275556,19,NULL,0.0003,NULL
Laos,20/06/2020,7275556,19,NULL,0.0003,NULL
Laos,21/06/2020,7275556,19,NULL,0.0003,NULL
Laos,22/06/2020,7275556,19,NULL,0.0003,NULL
Laos,23/06/2020,7275556,19,NULL,0.0003,NULL
Laos,24/06/2020,7275556,19,NULL,0.0003,NULL
Laos,25/06/2020,7275556,19,NULL,0.0003,NULL
Laos,26/06/2020,7275556,19,NULL,0.0003,NULL
Laos,27/06/2020,7275556,19,NULL,0.0003,NULL
Laos,28/06/2020,7275556,19,NULL,0.0003,NULL
Laos,29/06/2020,7275556,19,NULL,0.0003,NULL
Laos,30/06/2020,7275556,19,NULL,0.0003,NULL
Laos,01/07/2020,7275556,19,NULL,0.0003,NULL
Laos,02/07/2020,7275556,19,NULL,0.0003,NULL
Laos,03/07/2020,7275556,19,NULL,0.0003,NULL
Laos,04/07/2020,7275556,19,NULL,0.0003,NULL
Laos,05/07/2020,7275556,19,NULL,0.0003,NULL
Laos,06/07/2020,7275556,19,NULL,0.0003,NULL
Laos,07/07/2020,7275556,19,NULL,0.0003,NULL
Laos,08/07/2020,7275556,19,NULL,0.0003,NULL
Laos,09/07/2020,7275556,19,NULL,0.0003,NULL
Laos,10/07/2020,7275556,19,NULL,0.0003,NULL
Laos,11/07/2020,7275556,19,NULL,0.0003,NULL
Laos,12/07/2020,7275556,19,NULL,0.0003,NULL
Laos,13/07/2020,7275556,19,NULL,0.0003,NULL
Laos,14/07/2020,7275556,19,NULL,0.0003,NULL
Laos,15/07/2020,7275556,19,NULL,0.0003,NULL
Laos,16/07/2020,7275556,19,NULL,0.0003,NULL
Laos,17/07/2020,7275556,19,NULL,0.0003,NULL
Laos,18/07/2020,7275556,19,NULL,0.0003,NULL
Laos,19/07/2020,7275556,19,NULL,0.0003,NULL
Laos,20/07/2020,7275556,19,NULL,0.0003,NULL
Laos,21/07/2020,7275556,19,NULL,0.0003,NULL
Laos,22/07/2020,7275556,19,NULL,0.0003,NULL
Laos,23/07/2020,7275556,19,NULL,0.0003,NULL
Laos,24/07/2020,7275556,20,NULL,0.0003,NULL
Laos,25/07/2020,7275556,20,NULL,0.0003,NULL
Laos,26/07/2020,7275556,20,NULL,0.0003,NULL
Laos,27/07/2020,7275556,20,NULL,0.0003,NULL
Laos,28/07/2020,7275556,20,NULL,0.0003,NULL
Laos,29/07/2020,7275556,20,NULL,0.0003,NULL
Laos,30/07/2020,7275556,20,NULL,0.0003,NULL
Laos,31/07/2020,7275556,20,NULL,0.0003,NULL
Laos,01/08/2020,7275556,20,NULL,0.0003,NULL
Laos,02/08/2020,7275556,20,NULL,0.0003,NULL
Laos,03/08/2020,7275556,20,NULL,0.0003,NULL
Laos,04/08/2020,7275556,20,NULL,0.0003,NULL
Laos,05/08/2020,7275556,20,NULL,0.0003,NULL
Laos,06/08/2020,7275556,20,NULL,0.0003,NULL
Laos,07/08/2020,7275556,20,NULL,0.0003,NULL
Laos,08/08/2020,7275556,20,NULL,0.0003,NULL
Laos,09/08/2020,7275556,20,NULL,0.0003,NULL
Laos,10/08/2020,7275556,20,NULL,0.0003,NULL
Laos,11/08/2020,7275556,20,NULL,0.0003,NULL
Laos,12/08/2020,7275556,20,NULL,0.0003,NULL
Laos,13/08/2020,7275556,20,NULL,0.0003,NULL
Laos,14/08/2020,7275556,22,NULL,0.0003,NULL
Laos,15/08/2020,7275556,22,NULL,0.0003,NULL
Laos,16/08/2020,7275556,22,NULL,0.0003,NULL
Laos,17/08/2020,7275556,22,NULL,0.0003,NULL
Laos,18/08/2020,7275556,22,NULL,0.0003,NULL
Laos,19/08/2020,7275556,22,NULL,0.0003,NULL
Laos,20/08/2020,7275556,22,NULL,0.0003,NULL
Laos,21/08/2020,7275556,22,NULL,0.0003,NULL
Laos,22/08/2020,7275556,22,NULL,0.0003,NULL
Laos,23/08/2020,7275556,22,NULL,0.0003,NULL
Laos,24/08/2020,7275556,22,NULL,0.0003,NULL
Laos,25/08/2020,7275556,22,NULL,0.0003,NULL
Laos,26/08/2020,7275556,22,NULL,0.0003,NULL
Laos,27/08/2020,7275556,22,NULL,0.0003,NULL
Laos,28/08/2020,7275556,22,NULL,0.0003,NULL
Laos,29/08/2020,7275556,22,NULL,0.0003,NULL
Laos,30/08/2020,7275556,22,NULL,0.0003,NULL
Laos,31/08/2020,7275556,22,NULL,0.0003,NULL
Laos,01/09/2020,7275556,22,NULL,0.0003,NULL
Laos,02/09/2020,7275556,22,NULL,0.0003,NULL
Laos,03/09/2020,7275556,22,NULL,0.0003,NULL
Laos,04/09/2020,7275556,22,NULL,0.0003,NULL
Laos,05/09/2020,7275556,22,NULL,0.0003,NULL
Laos,06/09/2020,7275556,22,NULL,0.0003,NULL
Laos,07/09/2020,7275556,22,NULL,0.0003,NULL
Laos,08/09/2020,7275556,22,NULL,0.0003,NULL
Laos,09/09/2020,7275556,22,NULL,0.0003,NULL
Laos,10/09/2020,7275556,22,NULL,0.0003,NULL
Laos,11/09/2020,7275556,23,NULL,0.0003,NULL
Laos,12/09/2020,7275556,23,NULL,0.0003,NULL
Laos,13/09/2020,7275556,23,NULL,0.0003,NULL
Laos,14/09/2020,7275556,23,NULL,0.0003,NULL
Laos,15/09/2020,7275556,23,NULL,0.0003,NULL
Laos,16/09/2020,7275556,23,NULL,0.0003,NULL
Laos,17/09/2020,7275556,23,NULL,0.0003,NULL
Laos,18/09/2020,7275556,23,NULL,0.0003,NULL
Laos,19/09/2020,7275556,23,NULL,0.0003,NULL
Laos,20/09/2020,7275556,23,NULL,0.0003,NULL
Laos,21/09/2020,7275556,23,NULL,0.0003,NULL
Laos,22/09/2020,7275556,23,NULL,0.0003,NULL
Laos,23/09/2020,7275556,23,NULL,0.0003,NULL
Laos,24/09/2020,7275556,23,NULL,0.0003,NULL
Laos,25/09/2020,7275556,23,NULL,0.0003,NULL
Laos,26/09/2020,7275556,23,NULL,0.0003,NULL
Laos,27/09/2020,7275556,23,NULL,0.0003,NULL
Laos,28/09/2020,7275556,23,NULL,0.0003,NULL
Laos,29/09/2020,7275556,23,NULL,0.0003,NULL
Laos,30/09/2020,7275556,23,NULL,0.0003,NULL
Laos,01/10/2020,7275556,23,NULL,0.0003,NULL
Laos,02/10/2020,7275556,23,NULL,0.0003,NULL
Laos,03/10/2020,7275556,23,NULL,0.0003,NULL
Laos,04/10/2020,7275556,23,NULL,0.0003,NULL
Laos,05/10/2020,7275556,23,NULL,0.0003,NULL
Laos,06/10/2020,7275556,23,NULL,0.0003,NULL
